1024 2 32.000000 0.500000
Using initial conditions from file
0.000	6.390e-04	6.390e+01	0.001000	1
0.000	1.693e-03	1.539e+01	0.010000	2
0.000	2.698e-03	2.430e+00	0.100000	3
0.001	3.737e-03	1.720e+00	0.117072	4
0.002	4.774e-03	1.498e+00	0.117953	5
0.003	5.804e-03	1.356e+00	0.126780	6
0.004	6.824e-03	1.244e+00	0.146458	7
0.005	7.847e-03	1.229e+00	0.135416	8
0.006	8.866e-03	1.232e+00	0.115254	9
0.007	9.887e-03	1.242e+00	0.090692	10
0.007	1.087e-02	1.385e+00	0.079093	11
0.007	1.185e-02	1.529e+00	0.069217	12
0.008	1.282e-02	1.524e+00	0.065354	13
0.008	1.383e-02	1.540e+00	0.090924	14
0.009	1.480e-02	1.502e+00	0.085788	15
0.009	1.583e-02	1.644e+00	0.053832	16
0.009	1.680e-02	1.772e+00	0.039697	17
0.009	1.777e-02	1.794e+00	0.041651	18
0.010	1.874e-02	1.757e+00	0.074605	19
0.010	1.974e-02	1.775e+00	0.101046	20
0.011	2.074e-02	1.681e+00	0.120245	21
0.012	2.175e-02	1.650e+00	0.102199	22
0.013	2.276e-02	1.584e+00	0.117767	23
0.014	2.375e-02	1.539e+00	0.121379	24
0.015	2.476e-02	1.514e+00	0.110798	25
0.015	2.572e-02	1.603e+00	0.080372	26
0.016	2.668e-02	1.583e+00	0.079046	27
0.016	2.769e-02	1.619e+00	0.083089	28
0.017	2.865e-02	1.576e+00	0.104171	29
0.017	2.965e-02	1.647e+00	0.069395	30
0.018	3.062e-02	1.604e+00	0.106225	31
0.018	3.162e-02	1.642e+00	0.091137	32
0.019	3.259e-02	1.593e+00	0.116047	33
0.019	3.359e-02	1.690e+00	0.049807	34
0.019	3.455e-02	1.656e+00	0.095672	35
0.020	3.555e-02	1.660e+00	0.098166	36
0.021	3.651e-02	1.616e+00	0.113373	37
0.021	3.750e-02	1.733e+00	0.018344	38
0.021	3.846e-02	1.734e+00	0.052525	39
0.022	3.942e-02	1.695e+00	0.104892	40
0.022	4.042e-02	1.730e+00	0.085461	41
0.023	4.138e-02	1.704e+00	0.086847	42
0.023	4.237e-02	1.742e+00	0.076887	43
0.024	4.333e-02	1.704e+00	0.105083	44
0.024	4.433e-02	1.748e+00	0.074682	45
0.025	4.529e-02	1.720e+00	0.093571	46
0.025	4.628e-02	1.735e+00	0.100749	47
0.026	4.726e-02	1.695e+00	0.115274	48
0.026	4.822e-02	1.747e+00	0.087869	49
0.027	4.917e-02	1.724e+00	0.088029	50
0.027	5.016e-02	1.775e+00	0.049148	51
0.027	5.112e-02	1.741e+00	0.106010	52
0.028	5.210e-02	1.756e+00	0.084711	53
0.029	5.305e-02	1.732e+00	0.090511	54
0.029	5.404e-02	1.770e+00	0.065074	55
0.029	5.499e-02	1.806e+00	0.057291	56
0.030	5.594e-02	1.804e+00	0.051892	57
0.030	5.693e-02	1.799e+00	0.068898	58
0.031	5.788e-02	1.767e+00	0.106808	59
0.031	5.887e-02	1.783e+00	0.098614	60
0.031	5.980e-02	1.819e+00	0.086023	61
0.032	6.075e-02	1.798e+00	0.085528	62
0.032	6.173e-02	1.838e+00	0.051480	63
0.033	6.267e-02	1.829e+00	0.063811	64
0.033	6.366e-02	1.815e+00	0.091780	65
0.034	6.460e-02	1.789e+00	0.096712	66
0.034	6.557e-02	1.832e+00	0.057956	67
0.035	6.652e-02	1.802e+00	0.106817	68
0.035	6.750e-02	1.815e+00	0.089771	69
0.036	6.844e-02	1.781e+00	0.114869	70
0.036	6.942e-02	1.840e+00	0.037011	71
0.036	7.036e-02	1.820e+00	0.088033	72
0.037	7.134e-02	1.803e+00	0.111274	73
0.038	7.231e-02	1.780e+00	0.108895	74
0.038	7.324e-02	1.833e+00	0.044967	75
0.038	7.418e-02	1.860e+00	0.035634	76
0.038	7.511e-02	1.886e+00	0.031469	77
0.038	7.605e-02	1.893e+00	0.031372	78
0.039	7.699e-02	1.878e+00	0.079280	79
0.039	7.797e-02	1.892e+00	0.059525	80
0.040	7.891e-02	1.872e+00	0.088321	81
0.040	7.988e-02	1.873e+00	0.092958	82
0.041	8.081e-02	1.855e+00	0.085081	83
0.041	8.177e-02	1.889e+00	0.050474	84
0.042	8.270e-02	1.884e+00	0.057324	85
0.042	8.367e-02	1.873e+00	0.078644	86
0.043	8.460e-02	1.856e+00	0.083995	87
0.043	8.556e-02	1.874e+00	0.069375	88
0.044	8.648e-02	1.857e+00	0.085104	89
0.044	8.745e-02	1.867e+00	0.076968	90
0.045	8.837e-02	1.845e+00	0.098709	91
0.045	8.934e-02	1.858e+00	0.091516	92
0.046	9.026e-02	1.837e+00	0.095941	93
0.046	9.122e-02	1.877e+00	0.035451	94
0.046	9.214e-02	1.859e+00	0.091213	95
0.047	9.309e-02	1.847e+00	0.103126	96
0.047	9.400e-02	1.875e+00	0.077335	97
0.048	9.492e-02	1.857e+00	0.089185	98
0.048	9.588e-02	1.873e+00	0.073884	99
0.049	9.679e-02	1.850e+00	0.102295	100
